task_id	hash	native_id	name	status	exit	submit	duration	realtime	%cpu	rss	%mem	peak_rss	peak_vmem	rchar	wchar
549	91/af9533	646900	sambamba_csort_proc (A-CUHS-CU003128-BL-COL-49696BL1.unsorted;CPUs:11;MEM_PER_THREAD:3GB)	COMPLETED	0	2022-02-25 17:14:33.856	22m 15s	22m 15s	799.6%	33.3 GB	6.6%	33.6 GB	34.8 GB	189.9 GB	198.4 GB
553	2d/733ec1	646904	sambamba_csort_proc (A-CUHS-CU003128-BL-COL-49696BL1.unsorted;CPUs:11;MEM_PER_THREAD:5GB)	COMPLETED	0	2022-02-25 17:17:03.969	20m 20s	20m 19s	853.9%	54.8 GB	10.9%	54.8 GB	57.1 GB	189.9 GB	198.4 GB
559	2a/76268c	646912	sambamba_csort_proc (A-CUHS-CU003128-BL-COL-49696BL1.unsorted;CPUs:11;MEM_PER_THREAD:7GB)	COMPLETED	0	2022-02-25 17:26:03.849	17m	16m 55s	1015.8%	75.9 GB	15.1%	75.9 GB	82.3 GB	189.9 GB	198.4 GB
548	a9/b0bede	646895	Lsamtools_csort_proc (A-CUHS-CU003128-BL-COL-49696BL1.unsorted;CPUs:11;MEM_PER_THREAD:5GB)	COMPLETED	0	2022-02-25 17:12:43.922	32m 10s	32m 4s	383.1%	57.5 GB	11.4%	58.3 GB	62.9 GB	176.4 GB	174.2 GB
564	78/bf550c	646914	sambamba_csort_proc (A-CUHS-CU003128-BL-COL-49696BL1.unsorted;CPUs:11;MEM_PER_THREAD:9GB)	COMPLETED	0	2022-02-25 17:26:38.980	19m 55s	19m 52s	877.5%	96.4 GB	19.1%	96.4 GB	101.4 GB	189.9 GB	198.4 GB
555	61/591b05	646910	sambamba_csort_proc (A-CUHS-CU002707-BL-COL-40848BL1_vcpa1.0_GRU-IRB-PUB.collated;CPUs:11;MEM_PER_THREAD:5GB)	COMPLETED	0	2022-02-25 17:25:43.890	21m	20m 57s	736.3%	53.8 GB	10.7%	53.9 GB	56.9 GB	147.6 GB	144.1 GB
547	b8/2fc760	646899	samtools_csort_proc (A-CUHS-CU002707-BL-COL-40848BL1_vcpa1.0_GRU-IRB-PUB.collated;CPUs:11;MEM_PER_THREAD:9GB)	COMPLETED	0	2022-02-25 17:13:38.807	34m 5s	34m 3s	681.2%	100.9 GB	20.0%	101.6 GB	110.5 GB	145.1 GB	127.9 GB
569	6c/78cbae	646921	sambamba_csort_proc (A-CUHS-CU002707-BL-COL-40848BL1_vcpa1.0_GRU-IRB-PUB.collated;CPUs:11;MEM_PER_THREAD:9GB)	COMPLETED	0	2022-02-25 17:29:59.037	17m 45s	17m 44s	834.0%	95 GB	18.9%	95 GB	101 GB	147.5 GB	144 GB
552	aa/76fb5e	646902	Lsamtools_csort_proc (A-CUHS-CU003128-BL-COL-49696BL1.unsorted;CPUs:11;MEM_PER_THREAD:7GB)	COMPLETED	0	2022-02-25 17:15:08.844	32m 40s	32m 40s	375.2%	80.5 GB	16.0%	81.6 GB	84.5 GB	170.5 GB	168.3 GB
565	5b/17ba5e	646918	sambamba_csort_proc (A-CUHS-CU002707-BL-COL-40848BL1_vcpa1.0_GRU-IRB-PUB.collated;CPUs:11;MEM_PER_THREAD:7GB)	COMPLETED	0	2022-02-25 17:28:03.907	20m 30s	20m 26s	738.4%	73.9 GB	14.7%	74.4 GB	76 GB	147.5 GB	144 GB
572	87/7095b5	646923	sambamba_csort_proc (A-CUHS-CU003128-BL-COL-49696BL1.unsorted;CPUs:11;MEM_PER_THREAD:11GB)	COMPLETED	0	2022-02-25 17:30:23.896	18m 10s	18m 8s	973.1%	117.9 GB	23.4%	117.9 GB	120.6 GB	189.9 GB	198.4 GB
545	27/28aacd	646896	Lsamtools_csort_proc (A-CUHS-CU002707-BL-COL-40848BL1_vcpa1.0_GRU-IRB-PUB.collated;CPUs:11;MEM_PER_THREAD:3GB)	COMPLETED	0	2022-02-25 17:12:53.792	36m 15s	36m 11s	302.5%	34.2 GB	6.8%	34.4 GB	37.8 GB	135.7 GB	118.8 GB
551	64/fc8c0f	646903	Lsamtools_csort_proc (A-CUHS-CU002707-BL-COL-40848BL1_vcpa1.0_GRU-IRB-PUB.collated;CPUs:11;MEM_PER_THREAD:5GB)	COMPLETED	0	2022-02-25 17:15:38.781	33m 30s	33m 24s	322.8%	56.5 GB	11.2%	57.2 GB	62.3 GB	133.5 GB	116.6 GB
550	5e/2bc5d6	646901	samtools_csort_proc (A-CUHS-CU003128-BL-COL-49696BL1.unsorted;CPUs:11;MEM_PER_THREAD:13GB)	COMPLETED	0	2022-02-25 17:14:58.826	34m 15s	34m 10s	746.3%	146.7 GB	29.1%	151.4 GB	155.5 GB	171.7 GB	169.4 GB
554	95/f79ea7	646905	samtools_csort_proc (A-CUHS-CU002707-BL-COL-40848BL1_vcpa1.0_GRU-IRB-PUB.collated;CPUs:11;MEM_PER_THREAD:13GB)	COMPLETED	0	2022-02-25 17:18:43.977	31m	30m 57s	707.7%	146.1 GB	29.0%	147 GB	153.1 GB	124.6 GB	107.4 GB
574	44/d22b3b	646928	sambamba_csort_proc (A-CUHS-CU002707-BL-COL-40848BL1_vcpa1.0_GRU-IRB-PUB.collated;CPUs:11;MEM_PER_THREAD:11GB)	COMPLETED	0	2022-02-25 17:36:04.013	17m 55s	17m 52s	821.7%	115.3 GB	22.9%	115.6 GB	120 GB	147.6 GB	144.1 GB
560	eb/5e14f9	646908	samtools_csort_proc (A-CUHS-CU002707-BL-COL-40848BL1_vcpa1.0_GRU-IRB-PUB.collated;CPUs:11;MEM_PER_THREAD:15GB)	COMPLETED	0	2022-02-25 17:23:34.031	32m	31m 55s	701.3%	168 GB	33.4%	171.3 GB	175.4 GB	132.6 GB	115.3 GB
570	cc/f1a03e	646922	samtools_csort_proc (A-CUHS-CU002707-BL-COL-40848BL1_vcpa1.0_GRU-IRB-PUB.collated;CPUs:11;MEM_PER_THREAD:19GB)	COMPLETED	0	2022-02-25 17:30:13.880	29m 5s	29m 2s	702.5%	215.4 GB	42.8%	215.9 GB	229.2 GB	110.9 GB	93.7 GB
567	9c/c5bd10	646916	samtools_csort_proc (A-CUHS-CU003128-BL-COL-49696BL1.unsorted;CPUs:11;MEM_PER_THREAD:19GB)	COMPLETED	0	2022-02-25 17:27:33.846	32m 35s	32m 30s	736.3%	214.7 GB	42.6%	215.5 GB	227.2 GB	149.5 GB	147.1 GB
561	e6/34c084	646915	samtools_csort_proc (A-CUHS-CU002707-BL-COL-40848BL1_vcpa1.0_GRU-IRB-PUB.collated;CPUs:11;MEM_PER_THREAD:17GB)	COMPLETED	0	2022-02-25 17:26:48.859	33m 30s	33m 26s	692.9%	187.1 GB	37.2%	193.9 GB	209.4 GB	140.6 GB	123.3 GB
580	ea/865a3d	646936	sambamba_csort_proc (A-CUHS-CU002707-BL-COL-40848BL1_vcpa1.0_GRU-IRB-PUB.collated;CPUs:11;MEM_PER_THREAD:13GB)	COMPLETED	0	2022-02-25 17:44:54.078	16m 10s	16m 8s	904.7%	135.9 GB	27.0%	136.2 GB	139 GB	147.6 GB	144 GB
558	82/ed9de0	646913	Lsamtools_csort_proc (A-CUHS-CU003128-BL-COL-49696BL1.unsorted;CPUs:11;MEM_PER_THREAD:9GB)	COMPLETED	0	2022-02-25 17:26:38.942	34m 50s	34m 45s	341.1%	104.9 GB	20.8%	104.9 GB	112.1 GB	167.6 GB	165.4 GB
568	70/d87d2f	646919	Lsamtools_csort_proc (A-CUHS-CU003128-BL-COL-49696BL1.unsorted;CPUs:11;MEM_PER_THREAD:11GB)	COMPLETED	0	2022-02-25 17:28:33.893	33m 15s	33m 12s	352.3%	127.9 GB	25.4%	128.1 GB	133.8 GB	153.1 GB	150.8 GB
576	e5/553d4c	646930	samtools_csort_proc (A-CUHS-CU002707-BL-COL-40848BL1_vcpa1.0_GRU-IRB-PUB.collated;CPUs:11;MEM_PER_THREAD:21GB)	COMPLETED	0	2022-02-25 17:36:48.934	25m 40s	25m 35s	794.5%	235.3 GB	46.7%	239.8 GB	251.7 GB	114.9 GB	97.6 GB
562	d4/b54cef	646911	Lsamtools_csort_proc (A-CUHS-CU002707-BL-COL-40848BL1_vcpa1.0_GRU-IRB-PUB.collated;CPUs:11;MEM_PER_THREAD:9GB)	COMPLETED	0	2022-02-25 17:25:58.839	36m 45s	36m 41s	292.1%	96.7 GB	19.2%	102.9 GB	111.1 GB	135.7 GB	118.8 GB
563	26/30101d	646917	samtools_csort_proc (A-CUHS-CU003128-BL-COL-49696BL1.unsorted;CPUs:11;MEM_PER_THREAD:17GB)	COMPLETED	0	2022-02-25 17:27:43.843	35m 15s	35m 13s	672.3%	184.1 GB	36.6%	193.7 GB	207.6 GB	143.1 GB	140.8 GB
571	01/427ae0	646924	samtools_csort_proc (A-CUHS-CU003128-BL-COL-49696BL1.unsorted;CPUs:11;MEM_PER_THREAD:21GB)	COMPLETED	0	2022-02-25 17:32:08.975	31m 25s	31m 23s	770.9%	229.1 GB	45.5%	236.1 GB	248.8 GB	155.8 GB	153.5 GB
566	2c/e14fc3	646920	Lsamtools_csort_proc (A-CUHS-CU002707-BL-COL-40848BL1_vcpa1.0_GRU-IRB-PUB.collated;CPUs:11;MEM_PER_THREAD:11GB)	COMPLETED	0	2022-02-25 17:28:33.904	35m 25s	35m 23s	298.2%	124.1 GB	24.7%	125.6 GB	132.5 GB	129.8 GB	112.9 GB
556	3a/a53e6f	646907	samtools_csort_proc (A-CUHS-CU003128-BL-COL-49696BL1.unsorted;CPUs:11;MEM_PER_THREAD:15GB)	COMPLETED	0	2022-02-25 17:21:33.994	42m 50s	42m 46s	626.5%	162.5 GB	32.3%	168.2 GB	185.3 GB	184.5 GB	182.2 GB
557	db/2e72f4	646909	Lsamtools_csort_proc (A-CUHS-CU002707-BL-COL-40848BL1_vcpa1.0_GRU-IRB-PUB.collated;CPUs:11;MEM_PER_THREAD:7GB)	COMPLETED	0	2022-02-25 17:25:28.972	39m 5s	39m 2s	285.9%	79 GB	15.7%	80.1 GB	83.8 GB	133.5 GB	116.6 GB
583	a9/334bce	646939	sambamba_csort_proc (A-CUHS-CU003128-BL-COL-49696BL1.unsorted;CPUs:11;MEM_PER_THREAD:15GB)	COMPLETED	0	2022-02-25 17:47:44.133	17m 35s	17m 32s	979.6%	159.7 GB	31.7%	159.7 GB	170.6 GB	189.9 GB	198.4 GB
577	21/80f074	646932	sambamba_csort_proc (A-CUHS-CU003128-BL-COL-49696BL1.unsorted;CPUs:11;MEM_PER_THREAD:13GB)	COMPLETED	0	2022-02-25 17:37:23.893	29m 15s	29m 10s	594.9%	138.4 GB	27.5%	138.4 GB	151.6 GB	189.9 GB	198.4 GB
573	08/1cfe8e	646925	Lsamtools_csort_proc (A-CUHS-CU003128-BL-COL-49696BL1.unsorted;CPUs:11;MEM_PER_THREAD:13GB)	COMPLETED	0	2022-02-25 17:32:39.104	35m 5s	35m	335.7%	147.1 GB	29.2%	150.4 GB	154.3 GB	164.7 GB	162.5 GB
585	e9/29a295	646943	sambamba_csort_proc (A-CUHS-CU002707-BL-COL-40848BL1_vcpa1.0_GRU-IRB-PUB.collated;CPUs:11;MEM_PER_THREAD:15GB)	COMPLETED	0	2022-02-25 17:48:33.941	21m 5s	21m 3s	730.1%	156.4 GB	31.1%	156.6 GB	158 GB	147.5 GB	144 GB
588	52/f629c8	646947	sambamba_csort_proc (A-CUHS-CU003128-BL-COL-49696BL1.unsorted;CPUs:11;MEM_PER_THREAD:17GB)	COMPLETED	0	2022-02-25 17:49:43.924	21m 30s	21m 28s	802.8%	180.9 GB	35.9%	180.9 GB	190 GB	189.9 GB	198.4 GB
575	ce/7dc51e	646929	Lsamtools_csort_proc (A-CUHS-CU002707-BL-COL-40848BL1_vcpa1.0_GRU-IRB-PUB.collated;CPUs:11;MEM_PER_THREAD:13GB)	COMPLETED	0	2022-02-25 17:36:28.920	35m	34m 58s	290.8%	143.6 GB	28.5%	146.7 GB	152.2 GB	117.7 GB	100.9 GB
589	17/79278f	646945	Lsamtools_csort_proc (A-CUHS-CU003128-BL-COL-49696BL1.unsorted;CPUs:11;MEM_PER_THREAD:19GB)	COMPLETED	0	2022-02-25 17:49:09.028	29m 10s	29m 5s	375.3%	214.9 GB	42.7%	216.1 GB	227.1 GB	144.3 GB	142.1 GB
584	05/ded628	646940	Lsamtools_csort_proc (A-CUHS-CU003128-BL-COL-49696BL1.unsorted;CPUs:11;MEM_PER_THREAD:17GB)	COMPLETED	0	2022-02-25 17:47:44.309	31m 10s	31m 6s	355.8%	193.7 GB	38.5%	193.7 GB	206.4 GB	138.5 GB	136.3 GB
591	7a/ab85c6	646946	Lsamtools_csort_proc (A-CUHS-CU002707-BL-COL-40848BL1_vcpa1.0_GRU-IRB-PUB.collated;CPUs:11;MEM_PER_THREAD:19GB)	COMPLETED	0	2022-02-25 17:49:13.923	29m 55s	29m 53s	319.9%	212.3 GB	42.2%	213 GB	226.7 GB	105.9 GB	89 GB
578	a5/712530	646934	Lsamtools_csort_proc (A-CUHS-CU003128-BL-COL-49696BL1.unsorted;CPUs:11;MEM_PER_THREAD:15GB)	COMPLETED	0	2022-02-25 17:43:04.099	36m 20s	36m 19s	347.5%	169.2 GB	33.6%	173.5 GB	187.8 GB	176.4 GB	174.2 GB
598	33/7716e9	646955	sambamba_csort_proc (A-CUHS-CU002707-BL-COL-40848BL1_vcpa1.0_GRU-IRB-PUB.collated;CPUs:11;MEM_PER_THREAD:19GB)	COMPLETED	0	2022-02-25 18:01:49.041	17m 35s	17m 33s	833.2%	197.3 GB	39.2%	197.6 GB	208 GB	147.5 GB	144 GB
581	4e/237ae3	646938	Lsamtools_csort_proc (A-CUHS-CU002707-BL-COL-40848BL1_vcpa1.0_GRU-IRB-PUB.collated;CPUs:11;MEM_PER_THREAD:15GB)	COMPLETED	0	2022-02-25 17:46:43.957	34m 15s	34m 14s	305.4%	168.9 GB	33.5%	171.3 GB	175.4 GB	124.6 GB	107.8 GB
586	e2/7d075d	646941	samtools_csort_proc (A-CUHS-CU003128-BL-COL-49696BL1.unsorted;CPUs:13;MEM_PER_THREAD:3GB)	COMPLETED	0	2022-02-25 17:47:49.087	34m 25s	34m 19s	760.1%	42 GB	8.3%	42.1 GB	45.1 GB	180.7 GB	178.3 GB
601	16/00acb8	646959	sambamba_csort_proc (A-CUHS-CU002707-BL-COL-40848BL1_vcpa1.0_GRU-IRB-PUB.collated;CPUs:11;MEM_PER_THREAD:17GB)	COMPLETED	0	2022-02-25 18:03:34.100	19m 35s	19m 31s	766.6%	177.2 GB	35.2%	177.2 GB	188.9 GB	147.5 GB	143.9 GB
603	7b/ad7450	646960	sambamba_csort_proc (A-CUHS-CU003128-BL-COL-49696BL1.unsorted;CPUs:11;MEM_PER_THREAD:21GB)	COMPLETED	0	2022-02-25 18:03:59.036	19m 15s	19m 10s	910.2%	222.7 GB	44.2%	222.7 GB	228.3 GB	189.9 GB	198.4 GB
606	49/143c8a	646963	sambamba_csort_proc (A-CUHS-CU002707-BL-COL-40848BL1_vcpa1.0_GRU-IRB-PUB.collated;CPUs:11;MEM_PER_THREAD:21GB)	COMPLETED	0	2022-02-25 18:05:19.067	17m 55s	17m 50s	820.5%	217.9 GB	43.3%	218.1 GB	227.2 GB	147.5 GB	144 GB
593	f2/c83eec	646948	Lsamtools_csort_proc (A-CUHS-CU003128-BL-COL-49696BL1.unsorted;CPUs:11;MEM_PER_THREAD:21GB)	COMPLETED	0	2022-02-25 17:53:59.083	30m	29m 56s	373.7%	235.8 GB	46.8%	235.9 GB	248.7 GB	150.2 GB	147.9 GB
587	d6/ea9327	646942	Lsamtools_csort_proc (A-CUHS-CU002707-BL-COL-40848BL1_vcpa1.0_GRU-IRB-PUB.collated;CPUs:11;MEM_PER_THREAD:17GB)	COMPLETED	0	2022-02-25 17:48:33.930	35m 40s	35m 35s	310.2%	189.6 GB	37.6%	191.8 GB	207.6 GB	131.6 GB	114.7 GB
595	4a/79dc42	646949	Lsamtools_csort_proc (A-CUHS-CU002707-BL-COL-40848BL1_vcpa1.0_GRU-IRB-PUB.collated;CPUs:11;MEM_PER_THREAD:21GB)	COMPLETED	0	2022-02-25 17:55:34.151	30m	29m 57s	328.2%	234.7 GB	46.6%	235.5 GB	250 GB	109.3 GB	92.4 GB
607	76/35eced	646964	sambamba_csort_proc (A-CUHS-CU003128-BL-COL-49696BL1.unsorted;CPUs:13;MEM_PER_THREAD:1GB)	COMPLETED	0	2022-02-25 18:06:39.096	21m 55s	21m 51s	809.0%	14.6 GB	2.9%	14.7 GB	16.2 GB	190 GB	198.5 GB
594	da/f252b3	646951	sambamba_csort_proc (A-CUHS-CU003128-BL-COL-49696BL1.unsorted;CPUs:11;MEM_PER_THREAD:19GB)	COMPLETED	0	2022-02-25 18:00:09.074	29m 40s	29m 37s	592.2%	199 GB	39.5%	200.5 GB	208.9 GB	189.9 GB	198.4 GB
582	d2/7aaa4f	646937	samtools_csort_proc (A-CUHS-CU002707-BL-COL-40848BL1_vcpa1.0_GRU-IRB-PUB.collated;CPUs:13;MEM_PER_THREAD:1GB)	COMPLETED	0	2022-02-25 17:46:34.095	44m 10s	44m 6s	525.1%	13.6 GB	2.7%	13.9 GB	17.5 GB	145.3 GB	128.1 GB
597	2f/250d3c	646952	Lsamtools_csort_proc (A-CUHS-CU002707-BL-COL-40848BL1_vcpa1.0_GRU-IRB-PUB.collated;CPUs:13;MEM_PER_THREAD:1GB)	COMPLETED	0	2022-02-25 18:00:18.995	33m	32m 56s	334.8%	13.4 GB	2.7%	13.9 GB	17.4 GB	135.8 GB	118.9 GB
590	5f/6a02a5	646953	samtools_csort_proc (A-CUHS-CU002707-BL-COL-40848BL1_vcpa1.0_GRU-IRB-PUB.collated;CPUs:13;MEM_PER_THREAD:3GB)	COMPLETED	0	2022-02-25 18:01:04.080	32m 15s	32m 12s	725.6%	40.4 GB	8.0%	41.3 GB	44.7 GB	145.2 GB	128 GB
579	4f/a7c5ab	646944	samtools_csort_proc (A-CUHS-CU003128-BL-COL-49696BL1.unsorted;CPUs:13;MEM_PER_THREAD:1GB)	COMPLETED	0	2022-02-25 17:49:09.014	44m 45s	44m 41s	594.2%	13.7 GB	2.7%	14.1 GB	17.7 GB	188.5 GB	186.1 GB
605	7c/4d1939	646962	samtools_csort_proc (A-CUHS-CU003128-BL-COL-49696BL1.unsorted;CPUs:13;MEM_PER_THREAD:9GB)	COMPLETED	0	2022-02-25 18:04:34.034	30m 30s	30m 25s	820.9%	124.7 GB	24.8%	125.1 GB	131.3 GB	157.8 GB	155.4 GB
599	1d/d08e91	646956	samtools_csort_proc (A-CUHS-CU002707-BL-COL-40848BL1_vcpa1.0_GRU-IRB-PUB.collated;CPUs:13;MEM_PER_THREAD:5GB)	COMPLETED	0	2022-02-25 18:02:28.975	33m	32m 56s	706.5%	67 GB	13.3%	68.7 GB	73.4 GB	145.1 GB	127.9 GB
608	95/184fc3	646965	samtools_csort_proc (A-CUHS-CU002707-BL-COL-40848BL1_vcpa1.0_GRU-IRB-PUB.collated;CPUs:13;MEM_PER_THREAD:11GB)	COMPLETED	0	2022-02-25 18:07:44.061	28m 5s	28m 1s	766.3%	150.3 GB	29.9%	150.7 GB	156.6 GB	125.4 GB	108.2 GB
604	a5/b5e60c	646961	samtools_csort_proc (A-CUHS-CU002707-BL-COL-40848BL1_vcpa1.0_GRU-IRB-PUB.collated;CPUs:13;MEM_PER_THREAD:9GB)	COMPLETED	0	2022-02-25 18:04:24.111	31m 40s	31m 39s	714.5%	122.1 GB	24.2%	123.5 GB	130.7 GB	137.4 GB	120.1 GB
596	7b/6a7755	646950	Lsamtools_csort_proc (A-CUHS-CU003128-BL-COL-49696BL1.unsorted;CPUs:13;MEM_PER_THREAD:1GB)	COMPLETED	0	2022-02-25 17:59:19.037	37m 15s	37m 11s	336.3%	14.1 GB	2.8%	14.1 GB	17.5 GB	180 GB	177.8 GB
592	14/3e26c6	646954	samtools_csort_proc (A-CUHS-CU003128-BL-COL-49696BL1.unsorted;CPUs:13;MEM_PER_THREAD:5GB)	COMPLETED	0	2022-02-25 18:01:29.035	35m 40s	35m 35s	757.9%	69 GB	13.7%	70 GB	74.1 GB	184.5 GB	182.2 GB
610	6d/be943a	646968	sambamba_csort_proc (A-CUHS-CU002707-BL-COL-40848BL1_vcpa1.0_GRU-IRB-PUB.collated;CPUs:13;MEM_PER_THREAD:1GB)	COMPLETED	0	2022-02-25 18:11:29.086	27m 30s	27m 26s	548.1%	14.5 GB	2.9%	14.8 GB	16.4 GB	147.8 GB	144.2 GB
600	0b/e62470	646958	samtools_csort_proc (A-CUHS-CU003128-BL-COL-49696BL1.unsorted;CPUs:13;MEM_PER_THREAD:7GB)	COMPLETED	0	2022-02-25 18:02:59.033	37m 30s	37m 26s	682.0%	95.1 GB	18.9%	95.7 GB	104.3 GB	169.2 GB	166.8 GB
602	2d/0e9943	646957	samtools_csort_proc (A-CUHS-CU002707-BL-COL-40848BL1_vcpa1.0_GRU-IRB-PUB.collated;CPUs:13;MEM_PER_THREAD:7GB)	COMPLETED	0	2022-02-25 18:02:44.026	38m 15s	38m 10s	603.1%	95.3 GB	18.9%	96.1 GB	99.1 GB	139.8 GB	122.5 GB
609	60/c10413	646966	samtools_csort_proc (A-CUHS-CU003128-BL-COL-49696BL1.unsorted;CPUs:13;MEM_PER_THREAD:11GB)	COMPLETED	0	2022-02-25 18:09:39.071	32m 15s	32m 10s	803.0%	149.9 GB	29.8%	150.2 GB	154.4 GB	172.9 GB	170.6 GB
623	e8/6bfc2f	646981	sambamba_csort_proc (A-CUHS-CU002707-BL-COL-40848BL1_vcpa1.0_GRU-IRB-PUB.collated;CPUs:13;MEM_PER_THREAD:5GB)	COMPLETED	0	2022-02-25 18:25:34.135	18m 10s	18m 4s	821.9%	62.8 GB	12.5%	63.3 GB	65.7 GB	147.6 GB	144.1 GB
617	b1/2ff24d	646974	sambamba_csort_proc (A-CUHS-CU002707-BL-COL-40848BL1_vcpa1.0_GRU-IRB-PUB.collated;CPUs:13;MEM_PER_THREAD:3GB)	COMPLETED	0	2022-02-25 18:20:59.100	23m 20s	23m 18s	635.6%	38.9 GB	7.7%	38.9 GB	40.2 GB	147.6 GB	144.1 GB
619	da/70646a	646976	sambamba_csort_proc (A-CUHS-CU003128-BL-COL-49696BL1.unsorted;CPUs:13;MEM_PER_THREAD:5GB)	COMPLETED	0	2022-02-25 18:23:09.100	21m 15s	21m 11s	830.8%	64.1 GB	12.7%	64.1 GB	65.8 GB	189.9 GB	198.4 GB
612	42/2ec6fa	646967	samtools_csort_proc (A-CUHS-CU002707-BL-COL-40848BL1_vcpa1.0_GRU-IRB-PUB.collated;CPUs:13;MEM_PER_THREAD:13GB)	COMPLETED	0	2022-02-25 18:11:14.072	33m 45s	33m 44s	679.7%	170.4 GB	33.8%	172.5 GB	179.8 GB	134.9 GB	117.7 GB
613	0c/6022d7	646970	sambamba_csort_proc (A-CUHS-CU003128-BL-COL-49696BL1.unsorted;CPUs:13;MEM_PER_THREAD:3GB)	COMPLETED	0	2022-02-25 18:18:54.135	26m 55s	26m 50s	658.9%	39.3 GB	7.8%	39.5 GB	43.1 GB	189.9 GB	198.4 GB
616	a8/00ac5b	646973	samtools_csort_proc (A-CUHS-CU003128-BL-COL-49696BL1.unsorted;CPUs:13;MEM_PER_THREAD:15GB)	COMPLETED	0	2022-02-25 18:19:24.145	27m 20s	27m 15s	875.6%	205.1 GB	40.7%	206 GB	218.3 GB	146.3 GB	144 GB
626	d8/853204	646982	sambamba_csort_proc (A-CUHS-CU003128-BL-COL-49696BL1.unsorted;CPUs:13;MEM_PER_THREAD:7GB)	COMPLETED	0	2022-02-25 18:28:34.179	20m 55s	20m 54s	835.1%	88.8 GB	17.6%	88.8 GB	94.4 GB	189.9 GB	198.4 GB
611	a8/fc73dd	646969	Lsamtools_csort_proc (A-CUHS-CU003128-BL-COL-49696BL1.unsorted;CPUs:13;MEM_PER_THREAD:3GB)	COMPLETED	0	2022-02-25 18:18:19.121	32m 20s	32m 16s	378.6%	41.7 GB	8.3%	42.1 GB	44.9 GB	172.9 GB	170.7 GB
624	3a/e613e0	646980	Lsamtools_csort_proc (A-CUHS-CU003128-BL-COL-49696BL1.unsorted;CPUs:13;MEM_PER_THREAD:7GB)	COMPLETED	0	2022-02-25 18:24:14.073	27m 50s	27m 45s	424.5%	95.1 GB	18.9%	97.9 GB	105.9 GB	162.3 GB	160.1 GB
615	9a/4ce110	646972	Lsamtools_csort_proc (A-CUHS-CU002707-BL-COL-40848BL1_vcpa1.0_GRU-IRB-PUB.collated;CPUs:13;MEM_PER_THREAD:3GB)	COMPLETED	0	2022-02-25 18:19:24.108	33m 30s	33m 26s	326.5%	40.3 GB	8.0%	41.3 GB	44.6 GB	135.7 GB	118.8 GB
622	43/cfb5e6	646979	samtools_csort_proc (A-CUHS-CU003128-BL-COL-49696BL1.unsorted;CPUs:13;MEM_PER_THREAD:17GB)	COMPLETED	0	2022-02-25 18:23:59.142	28m 55s	28m 50s	840.5%	225.2 GB	44.7%	230.6 GB	240.9 GB	153.9 GB	151.6 GB
618	bc/448ed7	646975	Lsamtools_csort_proc (A-CUHS-CU003128-BL-COL-49696BL1.unsorted;CPUs:13;MEM_PER_THREAD:5GB)	COMPLETED	0	2022-02-25 18:22:14.179	31m 20s	31m 17s	393.7%	67.8 GB	13.5%	70 GB	74 GB	176.4 GB	174.2 GB
621	3c/d81904	646978	Lsamtools_csort_proc (A-CUHS-CU002707-BL-COL-40848BL1_vcpa1.0_GRU-IRB-PUB.collated;CPUs:13;MEM_PER_THREAD:5GB)	COMPLETED	0	2022-02-25 18:23:14.130	31m 35s	31m 33s	341.2%	67.2 GB	13.4%	68.3 GB	73.3 GB	135.7 GB	118.8 GB
630	ac/0e0a57	646987	sambamba_csort_proc (A-CUHS-CU002707-BL-COL-40848BL1_vcpa1.0_GRU-IRB-PUB.collated;CPUs:13;MEM_PER_THREAD:7GB)	COMPLETED	0	2022-02-25 18:33:54.145	21m 35s	21m 33s	698.2%	85.9 GB	17.1%	86.4 GB	94.2 GB	147.6 GB	144.1 GB
614	da/b8bbef	646971	samtools_csort_proc (A-CUHS-CU003128-BL-COL-49696BL1.unsorted;CPUs:13;MEM_PER_THREAD:13GB)	COMPLETED	0	2022-02-25 18:19:09.036	36m 50s	36m 49s	736.9%	173.7 GB	34.5%	174.7 GB	192.6 GB	188.4 GB	186 GB
634	7b/00c60e	646990	sambamba_csort_proc (A-CUHS-CU003128-BL-COL-49696BL1.unsorted;CPUs:13;MEM_PER_THREAD:9GB)	COMPLETED	0	2022-02-25 18:35:49.119	20m 25s	20m 21s	882.2%	113.4 GB	22.5%	113.4 GB	117.2 GB	189.9 GB	198.4 GB
620	82/f4341f	646977	samtools_csort_proc (A-CUHS-CU002707-BL-COL-40848BL1_vcpa1.0_GRU-IRB-PUB.collated;CPUs:13;MEM_PER_THREAD:15GB)	COMPLETED	0	2022-02-25 18:23:14.089	34m 30s	34m 26s	686.6%	199.9 GB	39.7%	205.4 GB	219.6 GB	145.1 GB	127.9 GB
635	e2/831d56	646992	sambamba_csort_proc (A-CUHS-CU002707-BL-COL-40848BL1_vcpa1.0_GRU-IRB-PUB.collated;CPUs:13;MEM_PER_THREAD:9GB)	COMPLETED	0	2022-02-25 18:36:34.194	21m 15s	21m 9s	720.0%	111.5 GB	22.1%	111.7 GB	116.7 GB	147.6 GB	144 GB
629	6c/3eee17	646984	Lsamtools_csort_proc (A-CUHS-CU003128-BL-COL-49696BL1.unsorted;CPUs:13;MEM_PER_THREAD:9GB)	COMPLETED	0	2022-02-25 18:30:44.173	27m 55s	27m 53s	420.8%	122.2 GB	24.3%	123.4 GB	130.5 GB	151.9 GB	149.7 GB
